Food,Disease,Clinical Trial,Food.or.Diet.Related,title,author,journal,number,cites,year,pubid,
,,,,Dietary carotenoids may reduce testicular steroidogenesis through HMG‐CoA reductase in mice with altered carotenoid metabolism,"J Smith, N Ford, SK Clinton, JW Erdman Jr",The FASEB Journal,"27, 32.6-32.6",0,2013,NA,4MWp96NkSFoC
,,,,Mitteilungen onkologischer Gesellschaften· Reports of Oncological Societies,"F Zhang, Q Tian, Y Wang, A Azad, C Maddison, J Stewart, F Honecker, ...",Oncology Research and Treatment,"36 (11), 687-688",0,2013,NA,Xz60mAmATU4C
,,,,PharmaForum,"F Zhang, Q Tian, Y Wang, A Azad, C Maddison, J Stewart, F Honecker, ...",Oncology Research and Treatment,"36 (11), 689-693",0,2013,NA,CYCckWUYoCcC
,,,,Contents of Forthcoming Issues· Themenvorschau,"F Zhang, Q Tian, Y Wang, A Azad, C Maddison, J Stewart, F Honecker, ...",Oncology Research and Treatment,"36 (11), 700-700",0,2013,NA,DyXnQzXoVgIC
,,,,Contents· Inhalt,"F Zhang, Q Tian, Y Wang, A Azad, C Maddison, J Stewart, F Honecker, ...",Oncology Research and Treatment,"36 (11), 626-628",0,2013,NA,UmS_249rOGwC
,,,,Imprint,"F Zhang, Q Tian, Y Wang, A Azad, C Maddison, J Stewart, F Honecker, ...",Oncology Research and Treatment,"36 (11), 673-673",0,2013,NA,sA9dB-pw3HoC
,,,,Biomarkers of breast cancer risk in a randomized trial of a low-fat or low-carbohydrate weight loss intervention and physical activity among overweight and obese premenopausal …,"SE Olivo-Marston, E Grainger, M Bittoni, M Pennell, MZ Vitolins, ...",Cancer Research,"72 (8 Supplement), 4456-4456",0,2012,NA,jgBuDB5drN8C
,,,,Abstract LB-174: Enhanced prostate tumorigenesis in TgAPT121 mice lacking prostatic VDR expression,"Y Li, PL Kovalenko, SK Clinton, JC Fleet",Cancer Research,"72 (8 Supplement), LB-174-LB-174",0,2012,NA,ubry08Y2EpUC
,,,,Effects of dietary fatty acids on mammary macrophages in HER-2/neu-mediated mammary carcinogenesis,"LD Yee, S Rolsten, R Rengel, JA Wallace, R Mohler, A Mariano, ...",Cancer Research,"72 (8 Supplement), 5426-5426",0,2012,NA,ALROH1vI_8AC
,,,,EFFECTS OF EXERCISE ON DISABLEMENT PROCESS OUTCOMES IN PROSTATE CANCER PATIENTS UNDERGOING ANDROGEN DEPRIVATION THERAPY: A SYSTEMATIC REVIEW,"B Focht, SK Clinton, AR Lucas, N Saunders, E Grainger, ...",ANNALS OF BEHAVIORAL MEDICINE,"43, S251-S251",0,2012,NA,Dip1O2bNi0gC
,,,,Provitamin A Absorption and Conversion from a Unique High Beta‐Carotene Tomato is Higher when Consumed with Avocado,"RE Kopec, JL Cooperstone, RM Schweiggert, KM Riedl, EH Harrison, ...",The FASEB Journal,"26, 31.5-31.5",0,2012,NA,p__nRnzSRKYC
,,,,"Effects of dietary carotenoids on steroid hormone status in male mice lacking carotene‐15, 15′‐monooxygenase (CMO‐I) or carotene‐9′, 10′‐monooxygenase (CMO‐II)","JW Smith, NA Ford, SK Clinton, JW Erdman Jr",The FASEB Journal,"26, 640.4-640.4",0,2012,NA,t7zJ5fGR-2UC
,,,,Plant cell culture strategies to increase 13C‐enrichment of lycopene for human metabolic tracing studies,"NE Moran, LE Conlon, RB Rogers, MA Lila, JW Erdman Jr, SK Clinton",The FASEB Journal,"26, 27.4-27.4",0,2012,NA,ZfRJV9d4-WMC
,,,,Absorption and biotransformation of α‐mangostin by nude mice without and with HT‐29 colon cancer xenograft,"C Chitchumroonchokchai, KM Riedl, JM Thomas-Ahner, SJ Schwartz, ...",The FASEB Journal,"26, 646.18-646.18",0,2012,NA,SdhP9T11ey4C
,,,,"Nutritional Aspects of Phytoene and Phytafluene, Carotenoid Precursors to Lycopene (vol 2, pg 51, 2010)","NJ Engelmann, SK Clinton, JW Erdman Jr",ADVANCES IN NUTRITION,"3 (2), 255-255",0,2012,NA,Fu2w8maKXqMC
,,,,DIETARY TOMATO BIOACTIVE COMPONENTS INHIBIT CANCER PROMOTING ACTIVITY OF TESTOSTERONE IN THE MOUSE PROSTATE EPITHELIUM,SK Clinton,The Role of Tomato Bioactive Components and CMO,O2 Gene Interaction in …,0,2012,NA,t-hv7AR41mYC
,,,,"CAROTENE-9’, 10’-MONOOXYGENASE KNOCKOUT MICE SHOW ELEVATED SERUM LYCOPENE AND ALTERATIONS IN HEPTATIC NUCLEAR RECEPTOR AND STRESS RESPONSE GENE EXPRESSION","HL Tan, NE Moran, JW ErdmanJr, D Pearl, JM Thomas-Ahner, SK Clinton",The Role of Tomato Bioactive Components and CMO,O2 Gene Interaction in …,0,2012,NA,wvYxNZNCP7wC
,,,,TESTOSTERONE MODULATION OF p53 SIGNALING PATHWAYS IN TRAMP AND WILD TYPE MICE,"HL Tan, C Spees, D Pearl, J Thomas-Ahner, SK Clinton",The Role of Tomato Bioactive Components and CMO,O2 Gene Interaction in …,0,2012,NA,HJSXoJQnj-YC
,,,,DIETARY TOMATO AND LYCOPENE INHIBIT PROSTATE TUMOR PROGRESSION IN THE NOVEL TRAMP: CMO2 KO MOUSE MODEL,"HL Tan, NE Moran, JW Erdman Jr, JM Thomas-Ahner, SK Clinton",The Role of Tomato Bioactive Components and CMO,O2 Gene Interaction in …,0,2012,NA,DrR-2ekChdkC
,,,,Correction: The Response of the Prostate to Circulating Cholesterol: Activating Transcription Factor 3 (ATF3) as a Prominent Node in a Cholesterol-Sensing Network,"J Kim, D Di Vizio, TK Kim, J Kim, M Kim, K Pelton, SK Clinton, T Hai, ...",Plos one,7 (8),0,2012,NA,Z5m8FVwuT1cC
,,,,Vitamin D and Prevention of Cancer: Ready for Prime Time? EDITORIAL COMMENT,"JE Manson, ST Mayne, SK Clinton",OBSTETRICAL & GYNECOLOGICAL SURVEY,"66 (8), 494-495",0,2011,NA,RuPIJ_LgqDgC
,,,,View all,L Schwartz,,,0,2011,NA,2ywjKiB__4kC
,,,,Characterization of p53 in transgenic mouse prostate carcinogenesis models,"CK Spees, JM Thomas-Ahner, HL Tan, JG Yu, JB Smolinski, ...",Cancer Research,"71 (8 Supplement), 2403-2403",0,2011,NA,CaZNVDsoPx4C
,,,,"Carotene‐9′, 10′‐monooxygenase (CMO2) transgenic mice show elevated serum lycopene and alterations in hepatic nuclear receptor and stress response gene expression","HL Tan, JM Thomas‐Ahner, NJ Engelmann, JW Erdman Jr, SK Clinton",The FASEB Journal,"25, 787.6-787.6",0,2011,NA,hCrLmN-GePgC
,,,,"Tomato powder or lycopene reduces serum and testicular testosterone and enzymes controlling androgen and estrogen metabolism in mice lacking carotene‐15, 15′‐monooxygenase","NA Ford, JW Smith, SK Clinton, JW Erdman Jr",The FASEB Journal,"25, 975.6-975.6",0,2011,NA,q3CdL3IzO_QC
,,,,"The effect of soy addition on the satiety, glycemic index, and insulinemic index of a soft pretzel",A Simmons,,,0,2011,NA,8Xgff_V0N9gC
,,,,PharmaNews/PharmaTicker,"T Liu, Z Tong, L He, L Zhang, S Loibl, N Fersis, N Harbeck, K Ando, ...",Breast Care,"6 (6), 494-494",0,2011,NA,silx2ntsSuwC
,,,,Epigenetic targeting by histone deacetylase inhibitors reduces viability and induces apoptosis in human embryonal carcinoma cells,"A Bhinder, V Varma, B Abbaoui, SK Clinton, A Mortazavi",Cancer Research,"70 (8 Supplement), 5430-5430",0,2010,NA,1lhNe0rCu4AC
,,,,Bioactive tomato components antagonize the androgen regulation of epithelial cell turnover in the mouse prostate,"HL Tan, AC Elsen, JW Erdman, RC Rengel, SK Clinton",Cancer Research,"70 (8 Supplement), 963-963",0,2010,NA,lgwcVrK6X84C
,,,,Disrupting vitamin D (VD) signaling increases androgen dependent proliferation and reduces apoptosis in mouse prostate,"JC Fleet, P Kovalenko, Z Zhang, JG Yu, SK Clinton",The FASEB Journal,"24, 928.12-928.12",0,2010,NA,_axFR9aDTf0C
,,,,Low dietary vitamin D (VD) and high dietary calcium (Ca) increase prostate carcinogenesis in APT121 transgenic mice,"JC Fleet, JB Smolinski, RC Rengel, R McCreedy, SK Clinton",The FASEB Journal,"24, 217.3-217.3",0,2010,NA,BwyfMAYsbu0C
,,,,"Varying dietary calcium (Ca), but not vitamin D (VD), influences bone and calcium metabolism in mature mice","RD Schoch, J Smolinski, R McCreedy, SK Clinton, JC Fleet",The FASEB Journal,"24, 946.1-946.1",0,2010,NA,VLnqNzywnoUC
,,,,"Genotype and diet alter carotenoid bioaccumulation and the expression of carotenoid cleavage enzymes in CMO‐I KO, CMO‐II KO, and wild‐type mice","NA Ford, SK Clinton, J von Lintig, JW Erdman Jr",The FASEB Journal,"24, 539.7-539.7",0,2010,NA,j8SEvjWlNXcC
,,,,Abstract# 3188: A comparison of vascular architecture in prostate cancer and non-malignant prostate tissue at prostatectomy,"A Powolny, R Shen, K Clay, E Giovannucci, L Mucci, S Clinton",Cancer Research,"69 (9 Supplement), 3188-3188",0,2009,NA,MhiOAD_qIWkC
,,,,Abstract# 2994: A dose response study of omega 3 fatty acids in women at high risk for breast cancer,"L Yee, J Lester, R Cole, J Richardson, Y Li, J Hsu, M Belury, S Clinton",Cancer Research,"69 (9 Supplement), 2994-2994",0,2009,NA,kw52XkFRtyQC
,,,,Abstract# 49: Combined effects of dietary vitamin D and androgen status on prostate cell proliferation and apoptosis in mice,"Z Zhang, JG Yu, S Clinton, J Fleet",Cancer Research,"69 (9 Supplement), 49-49",0,2009,NA,1taIhTC69MYC
,,,,Abstract# 42: The interactions of dietary vitamin D and calcium on prostate carcinogenesis (APT121) and bone health in mice,"J Smolinski, R Rengel, R McCreedy, J Fleet, S Clinton",Cancer Research,"69 (9 Supplement), 42-42",0,2009,NA,FiytvqdAVhgC
,,,,Abstract# 54: Broccoli isothiocyanates induce cell cycle arrest and apoptosis in association with histone deacetylase inhibition and suppression of oncogenic signaling in human …,"B Abbaoui, R Ralston, S Bhave, S Schwartz, D Hoot, S Clinton, ...",Cancer Research,"69 (9 Supplement), 54-54",0,2009,NA,j7_hQOaDUrUC
,,,,Abstract# 46: The effect of dietary Vitamin D on UVB induced inflammation and skin carcinogenesis in male and female Skh-1 mice,"K Tober, J Riggenbach, A Harper, S Clinton, J Fleet, T Oberyszyn",Cancer Research,"69 (9 Supplement), 46-46",0,2009,NA,7BrZ7Jt4UNcC
,,,,Acknowledgment to Reviewers,"P Ahnelt, R Ashery-Padan, M Bach, M Bickford, J Blanks, S Bloomfield, ...",Visual Neuroscience,"26, 505",0,2009,NA,KbBQZpvPDL4C
,,,,Vitamin D‐induced changes in the gene expression profile of the RWPE1 human prostate epithelial cell (PEC) line relevant to cancer prevention,"PL Kovalenko, Z Zhang, SK Clinton, JC Fleet",The FASEB Journal,"22, 294.8-294.8",0,2008,NA,F9fV5C73w3QC
,,,,Tomatoes and Components as Modulators of Experimental Prostate Carcinogenesis,"EM Grainger, K Canene-Adams, JW Erdman, SK Clinton",Tomatoes and Tomato Products,429-455,0,2008,NA,PoWvk5oyLR8C
,,,,"Dietary intake of OSU-HDAC42, a novel histone deacetylase inhibitor, suppresses prostate tumor progression and enhances differentiation in a transgenic mouse model of prostate …","AM Sargeant, RC Rengel, SK Kulp, RD Klein, SK Clinton, YC Wang, ...",ANNALS OF ONCOLOGY,"19, 31-31",0,2008,NA,g3aElNc5_aQC
,,,,Cruciferous Vegetables and Bladder Cancer,SK Clinton,Botanical Medicine in Clinical Practice,278,0,2008,NA,kRWSkSYxWN8C
,,,,n-3 and n-6 PUFA-mediated modulation of HER-2/neu membrane localization and signaling in breast cancer,"L Yee, J Evans, J Hatton, T Rosol, A Lehman, S Clinton",Cancer Epidemiology and Prevention Biomarkers,"16 (12 Supplement), B69-B69",0,2007,NA,sJsF-0ZLhtgC
,,,,Mechanisms behind Anti‐tumor Activity in Dunning R3327‐H Prostate Adenocarcinomas as a result of Tomato & Broccoli Consumption.,"K Canene‐Adams, EH Jeffery, SK Clinton, JW Erdman Jr",The FASEB Journal,"21 (5), A59-A59",0,2007,NA,Mojj43d5GZwC
,,,,"31st Annual Meeting* American Society of Preventive Oncology, Houston, Texas* March 2-4, 2007","C Reyes-Gibby, M Spitz, X Wu, K Merriman, C Etzel, R Kurzrock, S Shete, ...",Cancer Epidemiology Biomarkers & Prevention,"16 (2), 357",0,2007,NA,PVjk1bu6vJQC
,,,,Physical activity levels among the Amish and non-Amish living in Ohio Appalachia,"ML Katz, A Ferketich, ED Paskett, A Harley, S Lemeshow, S Clinton, ...",CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,"16 (2), 358-358",0,2007,NA,kz9GbA2Ns4gC
,,,,"Effects of Dietary Tomato, Broccoli, or Lycopene or Androgen Ablation on Proliferation and Apoptosis Biomarkers in Dunning R3327-H Prostate Adenocarcinomas","K Canene-Adams, S Wang, S Clinton, J Erdman",The Journal of Nutrition,137 (1),0,2007,NA,_Ybze24A_UAC
,,,,Insulin-like Growth Factor-I Stimulates Lipid Metabolism in Prostate Cancer Cells,"S Wang, L Shen, V DeGroff, S Clinton",The Journal of Nutrition,137 (1),0,2007,NA,N5tVd3kTz84C
,,,,Vascular architecture as a biomarker of aggressive prostate cancer in men,"SK Clinton, AA Powolny, Z Liao, R Shen, L Mucci, E Giovannucci",Cancer Research,"66 (8 Supplement), 866-866",0,2006,NA,tuHXwOkdijsC
,,,,"Effects of diets containing lycopene, tomato, and/or broccoli upon tumor growth and biomarkers in the Dunning R3327‐H prostate adenocarcinoma model","K Canene‐Adams, SK Clinton, S Wang, JW Erdman Jr",The FASEB Journal,"20 (4), A150-A150",0,2006,NA,i2xiXl-TujoC
,,,,Combined dietary intervention with tomato-based foods and soy in men with recurrent asymptomatic prostate cancer.,"EC Miller, TWM Boileau, V DeGroff, T Bray, N Unlu, SJ Schwartz, ...",JOURNAL OF NUTRITION,"135 (12), 3046S-3047S",0,2005,NA,1yQoGdGgb4wC
,,,,Gene expression profiling of normal rat prostate tissue elucidates anti-carcinogenic mechanisms of dietary restriction,"S Wang, L Shen, PS Carlton, E Ang, AA Powolny, VL Degroff, SK Clinton",Cancer Research,"65 (9 Supplement), 1222-1222",0,2005,NA,yB1At4FlUx8C
,,,,"The effect of tomato, broccoli, lycopene, or finasteride treatment on connexin 43, Skp2, or PTEN protein levels in Dunning R-3327-H transplantable prostate tumors","BL Lindshield, K Canene-Adams, SK Clinton, JW Erdman",FASEB JOURNAL,"19 (4), A82-A82",0,2005,NA,tKAzc9rXhukC
,,,,Cancer-related health behaviors among men and women living in Ohio Appalachia,"ML Katz, ME Wewers, J Schultz, P David, D Post, D Cegala, S Clinton",The,132nd Annual Meeting,0,2004,NA,ruyezt5ZtCIC
,,,,Energy balance and prostate tumor angiogenesis: Interrelationships between IGF-I and VEGF expression,"AA Powolny, PS Carlton, SH Wang, DR Hoot, SK Clinton",CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,"13 (11), 1911S-1912S",0,2004,NA,TIZ-Mc8IlK0C
,,,,Antioxidant Therapy for Men With Asymptomatic Prostate Cancer,"S Wang, S Clinton",OHIO STATE UNIV RESEARCH FOUNDATION COLUMBUS,,0,2004,NA,kzcrU_BdoSEC
,,,,Avocado increases the bioavailability of carotenoids from test meals in humans,"ZN Unlu, SK Clinton, SJ Schwartz",,2004 IFTAnnual Meeting,0,2004,NA,KUbvn5osdkgC
,,,,Obesity as a Risk Factor for Human Cancer,"EC Miller, VL DeGroff, SK Clinton",Clinical Nutrition Insight,"30 (1), 1-4",0,2004,NA,ZuybSZzF8UAC
,,,,Pro-apoptotic properties of novel celecoxib-derivatives in bladder cancer cell lines,"PS Carlton, SK Clinton, CS Chen, DR Hoot, VL DeGroff, RR Bahnson",CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,"12 (11), 1326S-1327S",0,2003,NA,vbGhcppDl1QC
,,,,Anti-proliferative and pro-apoptotic properties of novel celecoxib-derivatives in bladder cancer cell lines,"PS Carlton, SK Clinton, CS Chen, DR Hoot, VL Degroff, RR Bahnson",JOURNAL OF UROLOGY,"169 (4), 131-131",0,2003,NA,fEOibwPWpKIC
,,,,Feasibility and efficacy of low-intensity diet and exercise counseling for overweight men with active prostate cancer,"EC Miller, TWM Boileau, T Bray, S Schwartz, SK Clinton",JOURNAL OF NUTRITION,"132 (11), 3542S-3543S",0,2002,NA,7T2F9Uy0os0C
,,,,The antiproliferative effects of PPAR gamma ligands in normal human mammary epithelial cells.,"LD Yee, Y Guo, S Suster, SK Clinton, VL Seewaldt",CANCER EPIDEMIOLOGY BIOMARKERS & PREVENTION,"11 (10), 1152S-1152S",0,2002,NA,vDijr-p_gm4C
,,,,ORIGINAL REPORTS-Pharmacology-Pharmacobiologically Based Scheduling of Capecitabine and Docetaxel Results in Antitumor Activity in Resistant Human Malignancies,"P Nadella, C Shapiro, GA Otterson, M Hauger, S Erdal, E Kraut, S Clinton, ...",Journal of Clinical Oncology,"20 (11), 2616-2623",0,2002,NA,4vMrXwiscB8C
,,,,"Lectures presented at the 13th International Symposium on Carotenoids, Honolulu, Hawaii, USA, 6-11 January 2002-Lycopene, tomato products, and prostate cancer prevention. Have …","EC Miller, CW Hadley, SJ Schwartz, JW Erdman Jr, TWM Boileau, ...",Pure and Applied Chemistry,"74 (8), 1435-1442",0,2002,NA,hkOj_22Ku90C
,,,,"AICR’s 11th Annual Research Conference on Diet, Nutrition and Cancer July 16–17, 2001 The Mayflower Hotel, Washington, DC","CD Albright, LH Augenlicht, M Blumenthal, JK Christman, SK Clinton, ...",Nutrition and Cancer,,0,2001,NA,PELIpwtuRlgC
,,,,Polyphenols from soy and tomatoes inhibit insulin-like growth factor-I (IGF-I)-induced prostate epithelial and cancer cell growth in vitro.,"SH Wang, SK Clinton",FASEB JOURNAL,"15 (4), A280-A280",0,2001,NA,BUYA1_V_uYcC
,,,,Speaker Abstracts-Surviving Cancer and New Directions.,SK Clinton,Journal of Nutrition,"131 (11), 3130S",0,2001,NA,9vf0nzSNQJEC
,,,,"AICR’S 10th Annual Research Conference The Role of Nutrition in Preventing and Treating Breast and Prostate Cancer August 31-September 1, 2000 The Mayflower Hotel, Washington, DC","DG Bal, NF Boyd, JK Christman, RS Clarke, SK Clinton, AJ Dannenberg, ...",,,0,2000,NA,2KloaMYe4IUC
,,,,Isothiocyanates exhibit antiproliferative effects on human prostate cancer cells in vitro,"CE Scott, SK Clinton, SJ Schwartz",FASEB JOURNAL,"14 (4), A240-A240",0,2000,NA,Ug5p-4gJ2f0C
,,,,Blood and milk lycopene isomer concentrations increase in lactating women consuming daily servings of processed or fresh tomato products,"CL Moxley, AM Smith, SK Clinton, SJ Schwartz",FASEB JOURNAL,"14 (4), A234-A234",0,2000,NA,HbR8gkJAVGIC
,,,,Androgen status and diet restriction modulate lycopene biodistribution in the rat,"TWM Boilean, SK Clinton, JW Erdman",FASEB JOURNAL,"14 (4), A234-A234",0,2000,NA,tYavs44e6CUC
,,,,Selenium concentrations in human prostate tissue.,"AM Smith, DG Bostwick, SK Clinton, DC Mahan",FASEB JOURNAL,"14 (4), A514-A514",0,2000,NA,nrtMV_XWKgEC
,,,,Protection against carbon tetrachloride-induced liver damage by lyocopene beadlets or tomato powder in rats,"Y Kim, RA DiSilvestro, SK Clinton, JW Erdman",FASEB JOURNAL,"14 (4), A235-A235",0,2000,NA,uJ-U7cs_P_0C
,,,,Biochemical and Molecular Action of Nutrients-b-Carotene Modulates Human Prostate Cancer Cell Growth and May Undergo Intracellular Metabolism to Retinol,"AW Williams, TWM Boileau, JR Zhou, SK Clinton, JW Erdman Jr",Journal of Nutrition,"130 (4), 728-732",0,2000,NA,edDO8Oi4QzsC
,,,,The Article Reviewed-Intravesical Therapy for Superficial Bladder Cancer,"RE Greenberg, EC Baselli, RR Bahnson, SK Clinton, RW Reagan",Oncology-Huntington,"14 (5), 734-737",0,2000,NA,9Nmd_mFXekcC
,,,,"Recent advances in nutritional sciences and critical reviews from the Journal of Nutrition, volumes 128-129, 1998-1999.","JW Suttie, KK Harden, LH Allen, JL Beard, JR Lupton, J Odle, ...",Journal of Nutrition,130 (1S),0,2000,NA,z_wVstp3MssC
,,,,Fluid Intake and Bladder Cancer,"DS Michaud, EL Giovannucci, SK Clinton",The New England Journal of Medicine,"341 (11), 847-848",0,1999,NA,FiDNX6EVdGUC
,,,,IL-12 POTENTIATES THE THERAPEUTIC ACTIVITY OF BCG,"MA O'Donnell, Y Luo, X Chen, SK Clinton",Journal of Immunotherapy,"22 (5), 463",0,1999,NA,foquWX3nUaYC
,,,,ROLE OF IL-12 IN POTENTIATING BCG-INDUCED T-HELPER-TYPE-1 (Th1) RESPONSE AND ANTITUMOR IMMUNITY,"X Chen, Y Luo, A Szilvasi, SE Hunter, SK Clinton, MA O'Donnell",The Journal of Urology,161 (4S),0,1999,NA,naSTrk-c4S8C
,,,,Diets rich in cis' lycopene increase circulating cis lycopene isomers in humans.,"C Moxley, M Ferruzzi, M Nguyen, N Puspitasari-Nienaber, D Francis, ...",FASEB JOURNAL,"13 (4), A211-A211",0,1999,NA,0N-VGjzr574C
,,,,"Carotenoid profiles and lycopene isomers in African-American (Af), Asian American (As), and Caucasian (C) men in the Health Professionals Follow-up Study.","S Clinton, J Erdman, C Atkinson, M Ferruzzi, A Schowinsky, S Schwartz, ...",FASEB JOURNAL,"13 (4), A554-A554",0,1999,NA,k8Z6L05lTy4C
,,,,Biochemical and Molecular Action of Nutrients-Soybean Phytochemicals Inhibit the Growth of Transplantable Human Prostate Carcinoma and Tumor Angiogenesis in Mice,"JR Zhou, ET Gugger, T Tanaka, Y Guo, GL Blackburn, SK Clinton",Journal of Nutrition,"129 (9), 1628-1635",0,1999,NA,gsN89kCJA0AC
